code_1c,description,print_name,sku,reference,group,item_type,vat_rate,uom,hs_code
00-00000061,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - RED,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - RED,36367,JUMP SYSTEM UHMWPE Insert - Ø 28mm Hooded 10° - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000056,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - YELLOW,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - YELLOW,36368,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000058,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - GREY,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - GREY,36369,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - GREY,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000059,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - BLUE,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - BLUE,36370,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000057,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - RED,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - RED,36371,JUMP SYSTEM UHMWPE Insert - Ø 32mm Hooded 10° - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000055,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - BLUE,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - BLUE,36329,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000054,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - RED,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - RED,36330,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000053,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - WHITE,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - WHITE,36378,JUMP SYSTEM UHMWPE Insert - Ø 36mm Hooded 10° - WHITE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000052,JUMP SYSTEM UHMWPE Insert - Ø 40mm Hooded 10° - BLUE,JUMP SYSTEM UHMWPE Insert - Ø 40mm Hooded 10° - BLUE,36384,JUMP SYSTEM UHMWPE Insert - Ø 40mm Hooded 10° - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000051,JUMP SYSTEM UHMWPE Insert - Ø 40mm Hooded 10° - RED,JUMP SYSTEM UHMWPE Insert - Ø 40mm Hooded 10° - RED,36385,JUMP SYSTEM UHMWPE Insert - Ø 40mm Hooded 10° - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000066,JUMP SYSTEM Cup -W/Holes X-Pore Ø 42mm - GREEN,JUMP SYSTEM Cup -W/Holes X-Pore Ø 42mm - GREEN,35242,JUMP SYSTEM Cup -W/Holes X-Pore Ø 42mm - GREEN,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000080,JUMP SYSTEM Cup -W/holes X-Pore - Ø 44mm - BLACK,JUMP SYSTEM Cup -W/holes X-Pore - Ø 44mm - BLACK,35244,JUMP SYSTEM Cup -W/holes X-Pore - Ø 44mm - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000079,JUMP SYSTEM Cup -W/holes X-Pore - Ø 46mm - BLACK,JUMP SYSTEM Cup -W/holes X-Pore - Ø 46mm - BLACK,35246,JUMP SYSTEM Cup -W/holes X-Pore - Ø 46mm - BLACK,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000078,JUMP SYSTEM Cup -W/holes X-Pore - Ø 48mm - YELLOW,JUMP SYSTEM Cup -W/holes X-Pore - Ø 48mm - YELLOW,35248,JUMP SYSTEM Cup -W/holes X-Pore - Ø 48mm - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000077,JUMP SYSTEM Cup -W/holes X-Pore - Ø 50mm - YELLOW,JUMP SYSTEM Cup -W/holes X-Pore - Ø 50mm - YELLOW,35250,JUMP SYSTEM Cup -W/holes X-Pore - Ø 50mm - YELLOW,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000076,JUMP SYSTEM Cup -W/holes X-Pore - Ø 52mm - GREY,JUMP SYSTEM Cup -W/holes X-Pore - Ø 52mm - GREY,35252,JUMP SYSTEM Cup -W/holes X-Pore - Ø 52mm - GREY,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000075,JUMP SYSTEM Cup -W/holes X-Pore - Ø 54mm - GREY,JUMP SYSTEM Cup -W/holes X-Pore - Ø 54mm - GREY,35254,JUMP SYSTEM Cup -W/holes X-Pore - Ø 54mm - GREY,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000074,JUMP SYSTEM Cup -W/holes X-Pore - Ø 56mm - BLUE,JUMP SYSTEM Cup -W/holes X-Pore - Ø 56mm - BLUE,35256,JUMP SYSTEM Cup -W/holes X-Pore - Ø 56mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000073,JUMP SYSTEM Cup -W/holes X-Pore - Ø 58mm - BLUE,JUMP SYSTEM Cup -W/holes X-Pore - Ø 58mm - BLUE,35258,JUMP SYSTEM Cup -W/holes X-Pore - Ø 58mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000072,JUMP SYSTEM Cup -W/holes X-Pore - Ø 60mm - BLUE,JUMP SYSTEM Cup -W/holes X-Pore - Ø 60mm - BLUE,35260,JUMP SYSTEM Cup -W/holes X-Pore - Ø 60mm - BLUE,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000071,JUMP SYSTEM Cup -W/holes X-Pore - Ø 62mm - RED,JUMP SYSTEM Cup -W/holes X-Pore - Ø 62mm - RED,35262,JUMP SYSTEM Cup -W/holes X-Pore - Ø 62mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000070,JUMP SYSTEM Cup -W/holes X-Pore - Ø 64mm - RED,JUMP SYSTEM Cup -W/holes X-Pore - Ø 64mm - RED,35264,JUMP SYSTEM Cup -W/holes X-Pore - Ø 64mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000069,JUMP SYSTEM Cup -W/holes X-Pore - Ø 66mm - RED,JUMP SYSTEM Cup -W/holes X-Pore - Ø 66mm - RED,35266,JUMP SYSTEM Cup -W/holes X-Pore - Ø 66mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000068,JUMP SYSTEM Cup -W/holes X-Pore - Ø 68mm - RED,JUMP SYSTEM Cup -W/holes X-Pore - Ø 68mm - RED,35268,JUMP SYSTEM Cup -W/holes X-Pore - Ø 68mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000067,JUMP SYSTEM Cup -W/holes X-Pore - Ø 70mm - RED,JUMP SYSTEM Cup -W/holes X-Pore - Ø 70mm - RED,35270,JUMP SYSTEM Cup -W/holes X-Pore - Ø 70mm - RED,Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000018,"SL X-Pore Stem - STANDARD - size 6,25","SL X-Pore Stem - STANDARD - size 6,25",15706,"SL X-Pore Stem - STANDARD - size 6,25",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000017,"SL X-Pore Stem - STANDARD - size 7,50","SL X-Pore Stem - STANDARD - size 7,50",15707,"SL X-Pore Stem - STANDARD - size 7,50",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000016,"SL X-Pore Stem - STANDARD - size 8,75","SL X-Pore Stem - STANDARD - size 8,75",15708,"SL X-Pore Stem - STANDARD - size 8,75",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000025,"SL X-Pore Stem - STANDARD - size 10,0","SL X-Pore Stem - STANDARD - size 10,0",15710,"SL X-Pore Stem - STANDARD - size 10,0",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000024,"SL X-Pore Stem - STANDARD - size 11,25","SL X-Pore Stem - STANDARD - size 11,25",15711,"SL X-Pore Stem - STANDARD - size 11,25",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000023,"SL X-Pore Stem - STANDARD - size 12,50","SL X-Pore Stem - STANDARD - size 12,50",15712,"SL X-Pore Stem - STANDARD - size 12,50",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000022,"SL X-Pore Stem - STANDARD - size 13,75","SL X-Pore Stem - STANDARD - size 13,75",15713,"SL X-Pore Stem - STANDARD - size 13,75",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000021,"SL X-Pore Stem - STANDARD - size 15,0","SL X-Pore Stem - STANDARD - size 15,0",15715,"SL X-Pore Stem - STANDARD - size 15,0",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000020,"SL X-Pore Stem - STANDARD - size 17,50","SL X-Pore Stem - STANDARD - size 17,50",15717,"SL X-Pore Stem - STANDARD - size 17,50",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000019,"SL X-Pore Stem - STANDARD - size 20,0","SL X-Pore Stem - STANDARD - size 20,0",15720,"SL X-Pore Stem - STANDARD - size 20,0",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000094,"JUMP Fixation SCREW - Flat head Ø 6,5x25mm","JUMP Fixation SCREW - Flat head Ø 6,5x25mm",36725,"JUMP Fixation SCREW - Flat head Ø 6,5x25mm",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000093,"JUMP Fixation SCREW - Flat head Ø 6,5x30mm","JUMP Fixation SCREW - Flat head Ø 6,5x30mm",36730,"JUMP Fixation SCREW - Flat head Ø 6,5x30mm",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000092,"JUMP Fixation SCREW - Flat head Ø 6,5x35mm","JUMP Fixation SCREW - Flat head Ø 6,5x35mm",36735,"JUMP Fixation SCREW - Flat head Ø 6,5x35mm",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000091,"JUMP Fixation SCREW - Flat head Ø 6,5x40mm","JUMP Fixation SCREW - Flat head Ø 6,5x40mm",36740,"JUMP Fixation SCREW - Flat head Ø 6,5x40mm",Permedica - Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000199,GKS PRIME FLEX PS: FEMUR Cemented - Size 4 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 4 RIGHT,54301,GKS PRIME FLEX PS: FEMUR Cemented - Size 4 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000200,GKS PRIME FLEX PS: FEMUR Cemented - Size 4 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 4 LEFT,54302,GKS PRIME FLEX PS: FEMUR Cemented - Size 4 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000197,GKS PRIME FLEX PS: FEMUR Cemented - Size 5 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 5 RIGHT,54303,GKS PRIME FLEX PS: FEMUR Cemented - Size 5 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000198,GKS PRIME FLEX PS: FEMUR Cemented - Size 5 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 5 LEFT,54304,GKS PRIME FLEX PS: FEMUR Cemented - Size 5 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000195,GKS PRIME FLEX PS: FEMUR Cemented - Size 6 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 6 RIGHT,54305,GKS PRIME FLEX PS: FEMUR Cemented - Size 6 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000196,GKS PRIME FLEX PS: FEMUR Cemented - Size 6 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 6 LEFT,54306,GKS PRIME FLEX PS: FEMUR Cemented - Size 6 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000193,GKS PRIME FLEX PS: FEMUR Cemented - Size 7 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 7 RIGHT,54307,GKS PRIME FLEX PS: FEMUR Cemented - Size 7 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000194,GKS PRIME FLEX PS: FEMUR Cemented - Size 7 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 7 LEFT,54308,GKS PRIME FLEX PS: FEMUR Cemented - Size 7 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000191,GKS PRIME FLEX PS: FEMUR Cemented - Size 8 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 8 RIGHT,54309,GKS PRIME FLEX PS: FEMUR Cemented - Size 8 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000192,GKS PRIME FLEX PS: FEMUR Cemented - Size 8 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 8 LEFT,54310,GKS PRIME FLEX PS: FEMUR Cemented - Size 8 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000189,GKS PRIME FLEX PS: FEMUR Cemented - Size 9 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 9 RIGHT,54311,GKS PRIME FLEX PS: FEMUR Cemented - Size 9 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000190,GKS PRIME FLEX PS: FEMUR Cemented - Size 9 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 9 LEFT,54312,GKS PRIME FLEX PS: FEMUR Cemented - Size 9 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000207,GKS PRIME FLEX PS: FEMUR Cemented - Size 10 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 10 RIGHT,54313,GKS PRIME FLEX PS: FEMUR Cemented - Size 10 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000208,GKS PRIME FLEX PS: FEMUR Cemented - Size 10 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 10 LEFT,54314,GKS PRIME FLEX PS: FEMUR Cemented - Size 10 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000205,GKS PRIME FLEX PS: FEMUR Cemented - Size 11 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 11 RIGHT,54315,GKS PRIME FLEX PS: FEMUR Cemented - Size 11 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000206,GKS PRIME FLEX PS: FEMUR Cemented - Size 11 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 11 LEFT,54316,GKS PRIME FLEX PS: FEMUR Cemented - Size 11 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000203,GKS PRIME FLEX PS: FEMUR Cemented - Size 12 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 12 RIGHT,54317,GKS PRIME FLEX PS: FEMUR Cemented - Size 12 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000204,GKS PRIME FLEX PS: FEMUR Cemented - Size 12 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 12 LEFT,54318,GKS PRIME FLEX PS: FEMUR Cemented - Size 12 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000202,GKS PRIME FLEX PS: FEMUR Cemented - Size 13 LEFT,GKS PRIME FLEX PS: FEMUR Cemented - Size 13 LEFT,54319,GKS PRIME FLEX PS: FEMUR Cemented - Size 13 LEFT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000201,GKS PRIME FLEX PS: FEMUR Cemented - Size 13 RIGHT,GKS PRIME FLEX PS: FEMUR Cemented - Size 13 RIGHT,54320,GKS PRIME FLEX PS: FEMUR Cemented - Size 13 RIGHT,Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000164,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 09mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 09mm",54546,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000163,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 10mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 10mm",54501,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000162,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 11mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 11mm",54547,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000161,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 12mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 12mm",54502,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000160,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 13mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 13mm",54548,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000159,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 14mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 14mm",54503,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000158,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 15mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 15mm",54549,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000157,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 17mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 17mm",54504,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000156,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 20mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 20mm",54505,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000182,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 09mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 09mm",54550,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000181,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 10mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 10mm",54506,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000180,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 11mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 11mm",54551,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000179,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 12mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 12mm",54507,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000178,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 13mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 13mm",54552,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000177,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 14mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 14mm",54508,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000176,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 15mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 15mm",54553,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000175,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 17mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 17mm",54509,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000174,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 20mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 20mm",54510,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000173,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 09mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 09mm",54554,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000172,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 10mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 10mm",54511,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000171,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 11mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 11mm",54555,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000170,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 12mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 12mm",54512,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000169,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 13mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 13mm",54556,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000168,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 14mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 14mm",54513,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000167,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 15mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 15mm",54557,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000166,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 17mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 17mm",54514,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000165,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 20mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 20mm",54515,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000155,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 09mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 09mm",54588,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00000154,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 10mm","GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 10mm",54516,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
