sku,retail_price,purchase_price
3210-10360,1000.0,19000.0
3210-13360,1000.0,19000.0
3210-16360,1000.0,19000.0
3210-10220,30000.0,19000.0
3210-16220,30000.0,19000.0
3210-19220,30000.0,19000.0
3514-02100,113000.0,47000.0
3514-02110,110000.0,
3514-02120,113000.0,
3514-02130,113000.0,
3514-02140,1000.0,
3514-02080,110000.0,
3514-02090,110000.0,
3323-04100,1000.0,51000.0
3323-04110,1000.0,148000.0
3323-04120,1000.0,148000.0
3323-04130,1000.0,148000.0
3323-04140,1000.0,51000.0
3323-04150,1000.0,51000.0
3323-04160,1000.0,51000.0
3323-04170,1000.0,51000.0
3323-04080,1000.0,51000.0
3323-04090,1000.0,51000.0
3331-04100,172000.0,
3331-04110,1000.0,
3331-04120,172000.0,
3331-04130,172000.0,
3331-04060,172000.0,
3331-04070,1000.0,172000.0
3331-04080,,172000.0
3331-04090,172000.0,
4213.1804,1000.0,
4213.1805,1000.0,
4213.1806,1000.0,
4213.1807,250000.0,
4213.1808,250000.0,
1113.1804,1000.0,
1113.1805,1000.0,
1113.1806,1000.0,
1113.1807,1000.0,
1113.1808,1000.0,
238025M5,250000.0,
T040140G,25000.0,
54314,548000.0,
54313,548000.0,
54316,1000.0,
54315,1000.0,
54318,548000.0,
54317,548000.0,
54319,548000.0,
54320,548000.0,
54302,548000.0,
54301,548000.0,
54304,548000.0,
54303,548000.0,
54306,548000.0,
54305,1000.0,
54308,1000.0,
54307,1000.0,
54310,1000.0,
54309,1000.0,
54312,1000.0,
54311,1000.0,
54600,220000.0,
54531,220000.0,
54601,220000.0,
54604,220000.0,
54536,220000.0,
54605,220000.0,
54550,1000.0,
54506,220000.0,
54551,220000.0,
54507,220000.0,
54552,220000.0,
54508,220000.0,
54553,220000.0,
54509,220000.0,
54510,220000.0,
54554,1000.0,
54511,220000.0,
54555,220000.0,
54512,220000.0,
54556,220000.0,
54513,220000.0,
54557,220000.0,
54514,220000.0,
54515,220000.0,
54546,220000.0,
54501,220000.0,
54547,220000.0,
54502,220000.0,
54548,220000.0,
54503,220000.0,
54549,220000.0,
54504,220000.0,
54505,220000.0,
54588,220000.0,
54588E,1000.0,
54516,220000.0,
54589,220000.0,
54589E,1000.0,
54517,220000.0,
54590,220000.0,
54518,220000.0,
54591,220000.0,
54519,220000.0,
54520,220000.0,
54592,1000.0,
54592E,220000.0,
54521,1000.0,
54593,220000.0,
54522,1000.0,
54594,220000.0,
54523,220000.0,
54595,1000.0,
54524,220000.0,
54525,220000.0,
54596,220000.0,
54526,220000.0,
54597,1000.0,
54597E,220000.0,
54527,220000.0,
54598,220000.0,
54528,220000.0,
54599,220000.0,
54529,220000.0,
54530,220000.0,
54472,440000.0,
54473,1000.0,
54474,1000.0,
54475,1000.0,
54476,1000.0,
54477,440000.0,
54478,440000.0,
54479,440000.0,
54480,440000.0,
54471,440000.0,
5031-00602,,64000.0
5031-00601,,64000.0
5031-00605,,64000.0
5031-00604,,64000.0
5031-00608,,64000.0
5031-00607,,64000.0
5031-00611,,64000.0
5031-00610,,64000.0
3245070000,1000.0,
3245094031,1000.0,
3245094531,1000.0,
3245095031,1000.0,
3245095041,1000.0,
3245095541,1000.0,
3245095546,1000.0,
3245095551,1000.0,
3245096541,1000.0,
3245096546,1000.0,
3245096551,1000.0,
3245097046,1000.0,
3245097051,1000.0,
4702000300,1000.0,
BMK-MD.1,28000.0,
1013.4,1.0,
9000.0384.1,1000.0,
9000.0384.2,1000.0,
9000.0388.1,1000.0,
9000.0388.2,1000.0,
30204.4H.L.S,220000.0,
30204.4H.R.S,220000.0,
30204.5H.L.S,220000.0,
30204.5H.R.S,220000.0,
5031-00501,,343000.0
5031-00502,,343000.0
5031-00503,,343000.0
5031-00504,,343000.0
4213.1710,270000.0,
4213.1712,270000.0,
4213.1703,1000.0,
4213.1704,270000.0,
4213.1706,270000.0,
4213.1708,270000.0,
1211.1704,270000.0,
1212.1704,270000.0,
1211.1705,270000.0,
1212.1705,270000.0,
1111.1710,230000.0,
1111.1704,230000.0,
1111.1705,230000.0,
1111.1706,230000.0,
1111.1707,230000.0,
1111.1708,230000.0,
1112.1710,230000.0,
1112.1704,230000.0,
1112.1705,230000.0,
1112.1706,230000.0,
1112.1707,230000.0,
1112.1708,230000.0,
4106.0918,1000.0,
4106.0920,353000.0,
4106.0922,353000.0,
4106.0924,1000.0,
4106.0926,1000.0,
4106.0928,353000.0,
4106.0718,1000.0,
4106.0720,353000.0,
4106.0722,1000.0,
4106.0724,353000.0,
4106.0726,1000.0,
4106.0728,353000.0,
4106.0818,353000.0,
4106.0820,353000.0,
4106.0822,353000.0,
4106.0824,353000.0,
4106.0826,1000.0,
4106.0828,1000.0,
BOI.01.233.24.S,1000.0,
BOI.01.233.26.S,1000.0,
BOI.01.233.28.S,1000.0,
BOI.01.233.32.S,1000.0,
BOI.01.233.36.S,1000.0,
BOI.01.233.40.S,1000.0,
BOI.01.233.45.S,1000.0,
BOI.01.233.50.S,1000.0,
BOI.01.233.24.T,1000.0,
BOI.01.233.26.T,1000.0,
BOI.01.233.28.T,1000.0,
BOI.01.233.32.T,1000.0,
BOI.01.233.36.T,1000.0,
BOI.01.233.40.T,1000.0,
BOI.01.233.45.T,1000.0,
BOI.01.233.50.T,1000.0,
BOI.149.06.18.S,1000.0,
BOI.149.06.18.T,1000.0,
BOI.149.06.20.S,1000.0,
BOI.149.06.20.T,1000.0,
BOI.149.06.22.S,1000.0,
BOI.149.06.22.T,1000.0,
BOI.149.06.24.S,1000.0,
BOI.149.06.24.T,1000.0,
BOI.149.06.26.S,1000.0,
BOI.149.06.26.T,1000.0,
BOI.149.06.28.S,1000.0,
BOI.149.06.28.T,1000.0,
BOI.149.07.18.S,1000.0,
BOI.149.07.18.T,1000.0,
BOI.149.07.20.S,1000.0,
BOI.149.07.20.T,1000.0,
BOI.149.07.22.S,1000.0,
BOI.149.07.22.T,1000.0,
BOI.149.07.24.S,1000.0,
BOI.149.07.24.T,1000.0,
BOI.149.07.26.S,1000.0,
BOI.149.07.26.T,1000.0,
BOI.149.07.28.S,1000.0,
BOI.149.07.28.T,1000.0,
BOI.149.08.18.S,1000.0,
BOI.149.08.18.T,1000.0,
BOI.149.08.20.S,1000.0,
BOI.149.08.20.T,1000.0,
BOI.149.08.22.S,1000.0,
BOI.149.08.22.T,1000.0,
BOI.149.08.24.S,1000.0,
BOI.149.08.24.T,1000.0,
BOI.149.08.26.S,1000.0,
BOI.149.08.26.T,1000.0,
BOI.149.08.28.S,1000.0,
BOI.149.08.28.T,1000.0,
DS4C-050,205000.0,
DS4C-080,205000.0,
BO.200.1,1000.0,
BO.200.2,1000.0,
BOI.3936,1000.0,
BOI.3940,1000.0,
BOI.3946,1000.0,
BOI.3950,1000.0,
BOI.3956,1000.0,
BOI.3960,1000.0,
BOI.3965,1000.0,
BOI.04.150.09.28.SS,1000.0,
BOI.04.150.09.28.TI,1000.0,
BOI.04.150.09.30.SS,1000.0,
BOI.04.150.09.30.TI,1000.0,
BOI.04.150.09.32.SS,1000.0,
BOI.04.150.09.32.TI,1000.0,
BOI.04.150.09.34.SS,1000.0,
BOI.04.150.09.34.TI,1000.0,
BOI.04.150.09.36.SS,1000.0,
BOI.04.150.09.36.TI,1000.0,
BOI.04.150.09.38.SS,1000.0,
BOI.04.150.09.38.TI,1000.0,
BOI.04.150.09.40.SS,1000.0,
BOI.04.150.09.40.TI,1000.0,
BOI.04.150.10.28.SS,1000.0,
BOI.04.150.10.28.TI,1000.0,
BOI.04.150.10.30.SS,1000.0,
BOI.04.150.10.30.TI,1000.0,
BOI.04.150.10.32.SS,1000.0,
BOI.04.150.10.32.TI,1000.0,
BOI.04.150.10.34.SS,1000.0,
BOI.04.150.10.34.TI,1000.0,
BOI.04.150.10.36.SS,1000.0,
BOI.04.150.10.36.TI,1000.0,
BOI.04.150.10.38.SS,1000.0,
BOI.04.150.10.38.TI,1000.0,
BOI.04.150.10.40.SS,1000.0,
BOI.04.150.10.40.TI,1000.0,
BOI.04.150.11.28.SS,1000.0,
BOI.04.150.11.28.TI,1000.0,
BOI.04.150.11.30.SS,1000.0,
BOI.04.150.11.30.TI,1000.0,
BOI.04.150.11.32.SS,1000.0,
BOI.04.150.11.32.TI,1000.0,
BOI.04.150.11.34.SS,1000.0,
BOI.04.150.11.34.TI,1000.0,
BOI.04.150.11.36.SS,1000.0,
BOI.04.150.11.36.TI,1000.0,
BOI.04.150.11.38.SS,1000.0,
BOI.04.150.11.38.TI,1000.0,
BOI.04.150.11.40.SS,1000.0,
BOI.04.150.11.40.TI,1000.0,
36725,50000.0,
36730,50000.0,
36735,50000.0,
36740,50000.0,
36005,649000.0,
36009,649000.0,
36006,649000.0,
36010,649000.0,
36008,649000.0,
36011,649000.0,
36017,649000.0,
36015,649000.0,
36018,649000.0,
36016,649000.0,
35244,460000.0,
35246,460000.0,
35248,460000.0,
35250,1000.0,
35252,1000.0,
35254,1000.0,
35256,1000.0,
35258,1000.0,
35260,1000.0,
35262,1000.0,
35264,1000.0,
35266,460000.0,
35268,460000.0,
35270,460000.0,
35242,460000.0,
36362,120000.0,
36363,120000.0,
36366,120000.0,
36365,120000.0,
36367,120000.0,
36364,120000.0,
36370,1000.0,
36369,1000.0,
36371,1000.0,
36368,1000.0,
36329,120000.0,
36330,120000.0,
36378,120000.0,
36384,120000.0,
36385,120000.0,
549656,6400.0,
549741,6400.0,
549740,6400.0,
549739,6400.0,
549738,6400.0,
832770,56000.0,
832771-549982,56000.0,
832772-549981,56000.0,
832773-549980,56000.0,
832761,56000.0,
832762,56000.0,
832763,56000.0,
832764,56000.0,
832799-549823,114000.0,
832800-549822,114000.0,
832801-549821,114000.0,
832802,114000.0,
832803,114000.0,
832804,114000.0,
832805,114000.0,
832806,114000.0,
832807,114000.0,
832808,114000.0,
832853-549813,52000.0,
832854-549812,52000.0,
832855,52000.0,
832868,52000.0,
832869,52000.0,
832870-549797,52000.0,
832871-549796,52000.0,
832865,52000.0,
832866,52000.0,
832867,52000.0,
832701,172000.0,
832702,172000.0,
832703,172000.0,
832704,172000.0,
832705,172000.0,
832706,172000.0,
832707,172000.0,
832708,172000.0,
832700,172000.0,
10004,1.0,
10005․1,1.0,
10005․2,1.0,
10006․1,1.0,
10006․2,1.0,
BOI.162.1.5.300.S,600.0,
BOI.162.300,600.0,
2A2220211504,3500.0,
2A2220211506,3600.0,
WDTO00381,20000.0,
2A1112070604,20000.0,
2A1112060603,20000.0,
2A1112060604,20000.0,
2A1113020601,9000.0,
2A1113020602,9000.0,
WDTO02103,10000.0,
5273-09103,1000.0,43000.0
5273-09133,78000.0,
5273-10103,1000.0,
5273-10133,78000.0,
5273-11103,78000.0,
5273-11133,1000.0,
5273-12103,1000.0,
5273-12133,78000.0,
5273-13103,,43000.0
5273-13133,78000.0,43000.0
5273-14103,1000.0,
5273-14133,78000.0,
5273-15103,1000.0,
5273-15133,,43000.0
5273-16103,1000.0,
5273-16133,1000.0,
5273-09100,78000.0,
5273-09130,78000.0,
5273-09060,78000.0,
5273-10100,78000.0,
5273-10130,78000.0,
5273-10060,78000.0,
5273-11100,78000.0,
5273-11130,78000.0,
5273-11060,78000.0,
5273-12100,78000.0,
5273-12130,80000.0,43000.0
5273-12060,78000.0,
5273-13100,,43000.0
5273-13130,78000.0,
5273-13060,78000.0,43000.0
5273-14100,1000.0,
5273-14130,1000.0,
5273-14060,78000.0,
5273-15100,1000.0,43000.0
5273-15130,1000.0,
5273-15060,,43000.0
5273-16100,1000.0,
5273-16130,1000.0,
5273-16060,78000.0,
152040550S,142000.0,
20311.L.3H.T,220000.0,
20311.L.4H.T,220000.0,
20311.R.3H.T,220000.0,
20311.R.4H.T,220000.0,
30220.4L.R.S,170000.0,
30220.4H.R.S,170000.0,
30220.6H.L.S,170000.0,
30220.6H.R.S,170000.0,
30220.8H.L.S,170000.0,
30220.8H.R.S,170000.0,
101.03 5535,100000.0,
101.03 5540,100000.0,
101.03 5545,100000.0,
101.03 6530,100000.0,
101.03 6535,100000.0,
101.03 6540,200000.0,
101.03 6545,200000.0,
101.03 6550,100000.0,
030730010,80000.0,
1113.4710,1000.0,
1113.4712,1000.0,
1113.4706,1000.0,
1113.4707,1000.0,
1113.4708,1000.0,
1113.4709,1000.0,
1113.0105,1000.0,
1113.0106,1000.0,
1113.0107,1000.0,
1113.0108,1000.0,
1113.0109,1000.0,
1113.0310,1000.0,
1113.0311,1000.0,
1113.0312,1000.0,
1113.0314,1000.0,
1113.0306,1000.0,
1113.0307,1000.0,
1113.0308,1000.0,
1113.0309,1000.0,
1113.0210,1000.0,
1113.0211,1000.0,
1113.0212,1000.0,
1113.0214,1000.0,
1113.0206,1000.0,
1113.0207,1000.0,
1113.0208,1000.0,
1113.0209,1000.0,
3150-28353,1000.0,
3150-28373,1000.0,32000.0
3150-32393,1000.0,32000.0
3150-36443,1000.0,32000.0
3150-36483,1000.0,
3150-36523,1000.0,
BO.9930.30.T,3500.0,
BO.9930.35.T,3500.0,
BO.9930.40.T,1000.0,
BO.9930.45.T,1000.0,
BO.9930.50.T,1000.0,
BO.9930.55.T,1000.0,
BO.9930.60.T,1000.0,
BO.9930.65.T,1000.0,
BO.9930.70.T,1000.0,
BO.9930.80.T,1000.0,
BO.9930.85.T,1000.0,
2204.2412,7000.0,
2204.2414,7000.0,
2204.2416,7000.0,
2204.2418,7000.0,
2204.2420,7000.0,
2204.2422,7000.0,
2204.2424,7000.0,
BO.186.10.S,1000.0,
BO.186.10.T,3500.0,
BO.186.12.S,1000.0,
BO.186.12.T,3500.0,
BO.186.14.S,1000.0,
BO.186.14.T,3500.0,
BO.186.16.S,1000.0,
BO.186.16.T,1000.0,
BO.186.18.S,1000.0,
BO.186.18.T,1000.0,
BO.186.20.S,1000.0,
BO.186.20.T,1000.0,
BO.186.22.S,1000.0,
BO.186.22.T,3500.0,
BO.186.24.S,1000.0,
BO.186.24.T,3500.0,
BO.186.26.S,1000.0,
BO.186.26.T,3500.0,
BO.186.28.S,1000.0,
BO.186.28.T,3500.0,
BO.186.30.S,1000.0,
BO.186.30.T,3500.0,
BO.204.32.S,1000.0,
BO.204.32.T,3500.0,
BO.204.34.S,1000.0,
BO.204.34.T,3500.0,
BO.204.36.S,1000.0,
BO.204.36.T,3500.0,
BO.204.38.S,1000.0,
BO.204.38.T,3500.0,
BO.204.40.S,1000.0,
BO.204.40.T,3500.0,
BO.168.10.T,1000.0,
BO.168.12.T,1000.0,
BO.168.14.T,1000.0,
BO.168.16.T,1000.0,
BO.168.18.T,1000.0,
BO.168.20.T,1000.0,
BO.168.22.T,1000.0,
BO.168.24.T,1000.0,
BO.168.26.T,1000.0,
BO.168.28.T,1000.0,
BO.168.30.T,1000.0,
BO.168.32.T,1000.0,
BO.168.34.T,3500.0,
BO.168.36.T,1000.0,
BO.168.38.T,1000.0,
BO.168.40.T,1000.0,
BO.168.42.T,3500.0,
BO.168.44.T,3500.0,
BO.168.46.T,1000.0,
BO.168.48.T,1000.0,
BO.168.50.T,3500.0,
BO.168.52.T,1000.0,
BO.168.54.T,3500.0,
BO.168.58.T,3500.0,
BO.168.60.T,1000.0,
BO.168.12.S,5000.0,
BO.168.14.S,1000.0,
BO.168.16.S,1000.0,
BO.168.18.S,1000.0,
BO.168.20.S,1000.0,
BO.168.22.S,1000.0,
BO.168.24.S,1000.0,
BO.168.26.S,1000.0,
BO.168.28.S,1000.0,
BO.168.30.S,1000.0,
BO.168.32.S,1000.0,
BO.168.34.S,1000.0,
BO.168.36.S,1000.0,
BO.168.38.S,1000.0,
BO.168.40.S,1000.0,
BO.168.42.S,1000.0,
BO.168.44.S,1000.0,
BO.168.46.S,1000.0,
BO.168.48.S,1000.0,
BO.168.50.S,1000.0,
BO.168.55.S,1000.0,
BO.168.56.S,5000.0,
BO.170.20.T,3500.0,
BO.170.25.T,3500.0,
BO.170.30.T,1000.0,
BO.170.35.T,1000.0,
BO.170.40.T,1000.0,
BO.170.45.T,1000.0,
BO.170.50.T,1000.0,
BO.170.55.T,1000.0,
BO.170.60.T,1000.0,
BO.170.65.T,1000.0,
BO.170.70.T,1000.0,
BO.170.75.T,1000.0,
BO.170.80.T,1000.0,
4214.4535,1000.0,
4214.4540,1000.0,
4214.4545,1000.0,
4214.4550,1000.0,
4214.4555,1000.0,
4214.4560,1000.0,
4214.4565,1000.0,
4214.4570,1000.0,
4214.4575,1.0,
4214.4580,1.0,
4214.4585,1.0,
4214.4590,1.0,
BO.169.24.S,1000.0,
BO.169.26.S,1000.0,
BO.169.28.S,1000.0,
BO.169.30.S,1000.0,
BO.169.32.S,1000.0,
BO.169.34.S,1000.0,
BO.169.34.T,1000.0,
BO.169.36.S,1000.0,
BO.169.36.T,1000.0,
BO.169.38.S,1000.0,
BO.169.38.T,1000.0,
BO.169.40.S,1000.0,
BO.169.40.T,1000.0,
BO.169.42.S,1000.0,
BO.169.42.T,1000.0,
BO.169.44.S,1000.0,
BO.169.44.T,1000.0,
BO.169.46.S,1000.0,
BO.169.46.T,1000.0,
BO.169.48.S,1000.0,
BO.169.50.S,1000.0,
BO.169.50.T,1000.0,
BO.169.55.S,1000.0,
BO.169.55.T,1000.0,
BO.169.60.S,1000.0,
BO.169.60.T,1000.0,
BO.169.65.S,1000.0,
BO.169.65.T,1000.0,
BO.169.70.S,1000.0,
BO.169.70.T,1000.0,
BO.169.75.S,1000.0,
BO.169.75.T,1000.0,
BO.169.80.S,1000.0,
BO.169.80.T,1000.0,
BO.169.85.S,1000.0,
BO.169.85.T,1000.0,
BO.169.90.S,1000.0,
BO.169.90.T,1000.0,
BO.170.12.T,1000.0,
BO.170.28.T,1000.0,
BO.9929.14.T,1000.0,
BO.9929.16.T,1000.0,
BO.9929.18.T,1000.0,
BO.9929.30.T,1000.0,
BO.9929.32.T,1000.0,
BO.9929.36.T,1000.0,
BO.9929.38.T,1000.0,
BO.9929.40.T,1000.0,
BO.9929.42.T,1000.0,
BO.9929.44.T,1000.0,
BO.9929.48.T,1000.0,
BO.9929.50.T,1000.0,
BO.9929.54.T,1000.0,
BO.9929.58.T,1000.0,
BO.171.55.T,3500.0,
BO.171.60.T,3500.0,
BO.171.65.T,1000.0,
BO.171.70.T,1000.0,
BO.171.75.T,1000.0,
BO.171.80.T,1000.0,
BO.171.85.T,1000.0,
BO.9929.14.S,1000.0,
BO.9929.16.S,1000.0,
BO.9929.18.S,1000.0,
BO.9929.20.S,1000.0,
BO.9929.32.S,1000.0,
BO.9929.36.S,1000.0,
BO.9929.40.S,1000.0,
BO.9929.44.S,1000.0,
BO.9929.48.S,1000.0,
BO.9929.50.S,1000.0,
BO.9929.52.S,1000.0,
BO.9929.54.S,1000.0,
BO.9929.58.S,1000.0,
BO.9930.40.S,1500.0,
BO.9930.45.S,1500.0,
BO.9930.50.S,1500.0,
BO.9930.55.S,1500.0,
BO.9930.60.S,1500.0,
BO.9930.65.S,1000.0,
BO.9930.70.S,1000.0,
BO.9930.75.S,1000.0,
BO.9930.80.S,1000.0,
BO.9930.85.S,1000.0,
BO.9930.90.S,1000.0,
BO.9930.95.S,1000.0,
BO.171.50.S,1500.0,
BO.171.55.S,1000.0,
BO.171.60.S,1000.0,
BO.171.65.S,1000.0,
BO.171.70.S,1000.0,
BO.171.75.S,1000.0,
BO.171.80.S,1000.0,
BO.171.85.S,1000.0,
4208.1024,1000.0,
4208.1028,1000.0,
4208.1032,1000.0,
4208.1036,1000.0,
4208.1038,1000.0,
4208.1124,1000.0,
4208.1128,1000.0,
4208.1132,1000.0,
4208.1136,1000.0,
4208.1138,1000.0,
4208.1140,1000.0,
4208.0924,454000.0,
4208.0928,1000.0,
4208.0932,1000.0,
4209.1024,1000.0,
4209.1028,1000.0,
4209.1032,1000.0,
4209.1036,1000.0,
4209.1038,1000.0,
4209.1124,1000.0,
4209.1128,1000.0,
4209.1132,1000.0,
4209.1136,1000.0,
4209.1138,1000.0,
4209.1140,1000.0,
4227.1140,454000.0,
4209.0924,1000.0,
4209.0928,1000.0,
4209.0932,1000.0,
152000140S,40000.0,
152000200S,40000.0,
5279-53350,1000.0,
WDTO01013,10000.0,
BO.9908.L.11.S,1000.0,
BO.9908.L.11.T,220000.0,
BO.9908.R.11.S,1000.0,
BO.9908.R.11.T,220000.0,
BO.9908.L.13.S,1000.0,
BO.9908.L.13.T,220000.0,
BO.9908.R.13.S,1000.0,
BO.9908.R.13.T,220000.0,
BO.9908.L.3.S,1000.0,
BO.9908.L.3.T,1000.0,
BO.9908.R.3.S,1000.0,
BO.9908.R.3.T,1000.0,
BO.9908.L.5.S,1000.0,
BO.9908.L.5.T,1000.0,
BO.9908.R.5.S,1000.0,
BO.9908.R.5.T,1000.0,
BO.9908.L.7.S,1000.0,
BO.9908.L.7.T,1000.0,
BO.9908.R.7.S,1000.0,
BO.9908.R.7.T,1000.0,
BO.9908.L.9.S,1000.0,
BO.9908.L.9.T,1000.0,
BO.9908.R.9.S,1000.0,
BO.9908.R.9.T,1000.0,
BO.9909.11.L,1000.0,
BO.9909.11.R,1000.0,
BO.9909.13.L,1000.0,
BO.9909.13.R,1000.0,
BO.9909.15.L,1000.0,
BO.9909.15.R,1000.0,
BO.9909.5.L,1000.0,
BO.9909.5.R,1000.0,
BO.9909.7.L,1000.0,
BO.9909.7.R,1000.0,
BO.9909.9.L,1000.0,
BO.9909.9.R,1000.0,
BO.268.L.10.S,1000.0,
BO.268.L.10.T,1000.0,
BO.268.L.12.S,1000.0,
BO.268.L.12.T,1000.0,
BO.268.L.14.S,1000.0,
BO.268.L.14.T,1000.0,
BO.268.L.16.S,1000.0,
BO.268.L.16.T,40000.0,
BO.268.L.4.S,1000.0,
BO.268.L.04.T,1000.0,
BO.268.L.6.S,1000.0,
BO.268.L.06.T,1000.0,
BO.268.L.8.S,1000.0,
BO.268.L.08.T,1000.0,
BO.268.R.10.S,1000.0,
BO.268.R.10.T,1000.0,
BO.268.R.12.S,1000.0,
BO.268.R.12.T,1000.0,
BO.268.R.14.S,1000.0,
BO.268.R.14.T,1000.0,
BO.268.R.16.S,1000.0,
BO.268.R.16.T,40000.0,
BO.268.R.4.S,1000.0,
BO.268.R.04.T,1000.0,
BO.268.R.6.S,1000.0,
BO.268.R.06.T,1000.0,
BO.268.R.8.S,1000.0,
BO.268.R.08.T,40000.0,
151173014S,80000.0,
151355317S,80000.0,
WDTO01021,25000.0,
50.45.34.4,430000.0,
WDTO01006,25000.0,
WDTO01022,20000.0,
WDTO01007,25000.0,
"BO.995002.37 -0,5",100000.0,
"BO.995002.39 -0,5",100000.0,
"BO.995002.41 -0,5",100000.0,
"BO.995002.43 -0,5",100000.0,
"BO.995002.45 -0,5",100000.0,
"BO.995002.47 -0,5",49000.0,
"BO.995002.49 -0,5",49000.0,
"BO.995002.51 -0,5",49000.0,
"BO.995002.53 -0,5",49000.0,
"BO.995002.55 -0,5",49000.0,
BO.995002.37,100000.0,
BO.995002.39,100000.0,
BO.995002.41,100000.0,
BO.995002.43,100000.0,
BO.995002.45,1000.0,
BO.995002.47,1000.0,
BO.995002.49,1000.0,
BO.995002.51,1000.0,
BO.995002.53,1000.0,
BO.995002.55,100000.0,
BO.995103,1000.0,
BO.995102,1000.0,
BO.995101,1000.0,
BO.995104,100000.0,
BO.995105,100000.0,
3010040011,1000.0,
3010040013,1000.0,
3010040015,1000.0,
3010040007,1000.0,
3010040009,1000.0,
RDP-7,150000.0,
RDP-8,160000.0,
RDP-10,205000.0,
WDTO01025,40000.0,
9000.0291,1000.0,
9000.0292,1000.0,
1000-00001,,9000.0
2211.1204,220000.0,
2212.1204,220000.0,
2211.1205,220000.0,
2212.1205,220000.0,
1111.1104,170000.0,
1112.1104,170000.0,
1111.1105,170000.0,
1112.1105,170000.0,
BO.509.R.4.L.S,1000.0,
BO.509.R.4.R.S,1000.0,
BO.509.R.6.L.S,1000.0,
BO.509.R.8.L.S,1000.0,
BO.509.R.6.R.S,1000.0,
BO.509.R.8.R.S,1000.0,
30211.4H.S,170000.0,
30211.5H.S,170000.0,
30211.6H.S,170000.0,
30211.7H.S,170000.0,
30211.8H.S,170000.0,
30211.9H.S,170000.0,
9000.0286.1,1000.0,
9000.0286.2,1000.0,
50.45.34.3,430000.0,
3010300003,270000.0,
3010290003,270000.0,
3010310003,270000.0,
152060300S,25000.0,
4207.1018,1000.0,
4207.1020,1000.0,
4207.1022,1000.0,
4207.1118,1000.0,
4207.1120,1000.0,
4207.1122,1000.0,
4207.0918,1000.0,
4207.0920,1000.0,
4207.0922,1000.0,
4230.1000,1000.0,
4230.1005,1000.0,
4230.1010,1000.0,
4230.1080,1000.0,
4230.1085,1000.0,
4230.1090,1000.0,
4230.1095,1000.0,
20311.3H.L.T,220000.0,
20311.4H.L.T,220000.0,
20311.3H.R.T,220000.0,
20311.4H.R.T,220000.0,
20310.4H.T,220000.0,
20310.5H.T,220000.0,
20310.6H.T,220000.0,
20310.7H.T,220000.0,
20310.8H.T,220000.0,
20311.3H.T,220000.0,
20311.4H.T,220000.0,
20311.5H.T,220000.0,
20311.7H.T,220000.0,
20311.8H.T,220000.0,
20223,180000.0,
20222,180000.0,
20221,180000.0,
20283,180000.0,
20282,1000.0,
20281,180000.0,
20284,180000.0,
20233,180000.0,
20232,180000.0,
20231,180000.0,
20234,180000.0,
20293,180000.0,
20292,180000.0,
20291,180000.0,
20294,180000.0,
8001.4.5.30,200000.0,
8001.5.35,200000.0,
8001.5.40,200000.0,
8001.5.5.40,200000.0,
8001.5.5.45,200000.0,
8001.6.40,200000.0,
8001.6.45,200000.0,
8001.6.5.35,200000.0,
8001.6.5.40,200000.0,
8001.6.5.45,200000.0,
8001.7.45,200000.0,
8001.7.50,200000.0,
8001.4530,38600.0,
8001.5035,38600.0,
8001.5040,38600.0,
8001.5540,38600.0,
8001.5545,38600.0,
8001.5550,38600.0,
8001.6040,38600.0,
8001.6045,38600.0,
8001.6535,38600.0,
8001.6540,38600.0,
8001.6545,38600.0,
8001.6550,38600.0,
8001.7045,38600.0,
8001.7050,38600.0,
PSO-PTT,295000.0,
PSO-PBT,295000.0,
PSO-VTT,345000.0,
PSO-PT,230000.0,
PSO-PB,255000.0,
PSO-VT,280000.0,
BO.02.9938.11.S.S.,1000.0,
BO.02.9938.11.Ti,1000.0,
BO.02.9938.13.S.S.,1000.0,
BO.02.9938.13.Ti,1000.0,
BO.02.9938.05.S.S.,1000.0,
BO.02.9938.05.Ti,1000.0,
BO.02.9938.07.S.S.,1000.0,
BO.02.9938.07.Ti,1000.0,
BO.02.9938.09.S.S.,1000.0,
BO.02.9938.09.Ti,1000.0,
3010460003,1000.0,
3010460004,1000.0,
3010460005,1000.0,
3010460006,1000.0,
3010460007,1000.0,
3010460008,1000.0,
3010460009,1000.0,
BO.01.156.10.S,1000.0,
BO.01.156.12.S,1000.0,
BO.01.156.02.S,1000.0,
BO.01.156.03.S,1000.0,
BO.01.156.04.S,1000.0,
BO.01.156.08.S,1000.0,
BO.01.156.09.S,1000.0,
BO.02.156.10.S,1000.0,
BO.02.156.10.T,1000.0,
BO.02.156.12.T,1000.0,
BO.02.156.13.S,1000.0,
BO.02.156.03.S,1000.0,
BO.02.156.03.T,1000.0,
BO.02.156.04.S,1000.0,
BO.02.156.04.T,1000.0,
BO.02.156.05.S,1000.0,
BO.02.156.05.T,1000.0,
BO.02.156.06.S,1000.0,
BO.02.156.06.T,1000.0,
BO.02.156.07.S,1000.0,
BO.02.156.07.T,1000.0,
BO.02.156.08.S,1000.0,
BO.02.156.08.T,1000.0,
3010051010,1000.0,
3010052010,1000.0,
3010051012,1000.0,
3010052012,1000.0,
3010051004,1000.0,
3010052004,1000.0,
3010051006,1000.0,
3010052006,1000.0,
3010051008,1000.0,
3010052008,1000.0,
