sku,retail_price,purchase_price
BO.9986.L.10.S,1000.0,
BO.9986.L.10.T,1000.0,
BO.9986.L.12.S,1000.0,
BO.9986.L.12.T,1000.0,
BO.9986.L.14.S,1000.0,
BO.9986.L.14.T,1000.0,
BO.9986.L.04.S,1000.0,
BO.9986.L.04.T,1000.0,
BO.9986.L.06.S,1000.0,
BO.9986.L.06.T,1000.0,
BO.9986.L.08.S,1000.0,
BO.9986.L.08.T,270000.0,
BO.9986.R.10.S,1000.0,
BO.9986.R.10.T,1000.0,
BO.9986.R.12.S,1000.0,
BO.9986.R.12.T,1000.0,
BO.9986.R.14.S,1000.0,
BO.9986.R.14.T,1000.0,
BO.9986.R.04.S,1000.0,
BO.9986.R.04.T,270000.0,
BO.9986.R.06.S,1000.0,
BO.9986.R.06.T,1000.0,
BO.9986.R.08.S,1000.0,
BO.9986.R.08.T,1000.0,
50208.85.S,1000.0,
50208.90.S,1000.0,
50208.95.S,1000.0,
Bo.183 T,220000.0,
Bo.182 T,220000.0,
2213.1104,230000.0,
2213.1105,230000.0,
1113.1104,170000.0,
1113.1105,170000.0,
1113.1107,170000.0,
1113.1108,170000.0,
5041-00102,140000.0,50000.0
5041-00103,140000.0,50000.0
5041-00101,140000.0,50000.0
5041-00105,140000.0,50000.0
5041-00106,140000.0,50000.0
5041-00104,,300000.0
5041-00108,,300000.0
5041-00109,,300000.0
5041-00107,,300000.0
5041-00202,,350000.0
5041-00206,,350000.0
5041-00210,,350000.0
5041-00203,160000.0,76000.0
5041-00207,160000.0,76000.0
5041-00211,,350000.0
RE-1141,100000.0,
BO.9912.11.T,220000.0,
BO.9912.13.T,220000.0,
BO.9912.15.T,1000.0,
BO.9912. 5.T,1000.0,
BO.9912.7.T,1000.0,
BO.9912.9.T,1000.0,
BO.9912.11.S,1000.0,
BO.9912.12.S,170000.0,
BO.9912.14.S,1000.0,
BO.9912.5.S,1000.0,
BO.9912.7.S,170000.0,
BO.9912.9.S,170000.0,
30202.10H.S,220000.0,
30212.14H.S,220000.0,
M30 SE010,550000.0,
M30 SE030,550000.0,
M30 SE040,550000.0,
M30 SE020,550000.0,
M03 S0002,350000.0,
M03 S0003,350000.0,
M03 S0001,100000.0,
RES0812101J15L,120000.0,
5031-00201,,25000.0
5031-00202,,25000.0
5031-00203,,25000.0
5031-00204,,25000.0
5031-00205,,25000.0
5031-00206,,25000.0
5031-00207,,25000.0
5031-00208,,25000.0
3111-02562,145000.0,66000.0
3111-12562,145000.0,66000.0
3111-12602,1000.0,66000.0
3111-02602,145000.0,66000.0
3111-02642,145000.0,66000.0
3111-12642,145000.0,66000.0
3111-02522,145000.0,66000.0
3111-12522,1000.0,66000.0
3240200490,10.0,
080390200,10.0,
1111.1412,170000.0,
1112.1412,170000.0,
1111.1406,1000.0,
1112.1406,1000.0,
1111.1407,1000.0,
1112.1407,1000.0,
1111.1408,1000.0,
1112.1408,1000.0,
1111.1409,1000.0,
1112.1409,1000.0,
4211.1410,220000.0,
4212.1410,220000.0,
4211.1407,220000.0,
4212.1407,220000.0,
4211.1408,220000.0,
4212.1408,220000.0,
4211.1409,220000.0,
4212.1409,220000.0,
50.45.34.5,15000.0,
50.45.34.6,15000.0,
3146-60200,1000.0,2300.0
3146-60250,1000.0,
3146-60260,1000.0,
3146-60300,1000.0,2300.0
3146-60350,1000.0,
3146-60400,1000.0,
3146-60450,1000.0,
SBB.01,10.0,1.0
SBB.10,1000.0,
SBB.11,1000.0,
SBB.12,1000.0,
SBB.13,1000.0,
SBB.14,1000.0,
SBB.15,1000.0,
SBB.16,1000.0,
SBB.17,1000.0,
SBB.02,10.0,1.0
SBB.04,1000.0,
SBB.05,1000.0,
SBB.06,1000.0,
SBB.07,1000.0,
SBB.08,1000.0,
SBB.09,1000.0,
SBS.01,10.0,1.0
SBS.10,10.0,1.0
SBS.11,10.0,1.0
SBS.12,10.0,1.0
SBS.13,10.0,1.0
SBS.14,1000.0,
SBS.15,1000.0,
SBS.16,1000.0,
SBS.17,1000.0,
SBS.18,1000.0,
SBS.19,1000.0,
SBS.02,10.0,1.0
SBS.20,1000.0,
SBS.21,1000.0,
SBS.22,1000.0,
SBS.23,1000.0,
SBS.24,1000.0,
SBS.25,1000.0,
SBS.26,1000.0,
SBS.03,10.0,1.0
SBS.04,10.0,1.0
SBS.05,10.0,1.0
SBS.06,10.0,1.0
SBS.07,10.0,1.0
SBS.08,10.0,1.0
SBS.09,10.0,1.0
5279-00600,1000.0,
5279-00700,1000.0,
BO.1065,1000.0,
BO.1042,1000.0,
BO.1035,1000.0,
BO.1045,1000.0,
4701200900,1000.0,
4701200600,1000.0,
BO.1043,1000.0,
WDTO02107,20000.0,
INACEIHM1,220000.0,
4950403000,25000.0,
16710,300000.0,
16711,300000.0,
16712,300000.0,
16713,300000.0,
16715,300000.0,
16717,300000.0,
16720,300000.0,
16706,300000.0,
16707,300000.0,
16708,300000.0,
15710,1000.0,
15711,1000.0,
15712,1000.0,
15713,1000.0,
15715,1000.0,
15717,1000.0,
15720,1000.0,
15706,450000.0,
15707,450000.0,
15708,450000.0,
BO.1054,1000.0,
BO.1053,1000.0,
4800100500,3000.0,
BO.1055,1000.0,
BO.1056,1000.0,
SM1-2010H,450000.0,
SM1-2010L,450000.0,
SM1-2010M,450000.0,
SM8A-2010,700000.0,
BO.155.11.S,1000.0,
BO.155.12.S,1000.0,
BO.155.07.S,1000.0,
BO.155.09.S,1000.0,
BO.155.11.T,1000.0,
BO.155.12.T,1000.0,
BO.155.07.T,1000.0,
BO.155.09.T,1000.0,
4803201200,1000.0,
4702000400,1000.0,
MB1LC40,100000.0,
MB1PS780,100000.0,
MB1PS845,100000.0,
MB1PS850,100000.0,
MB2DTTL,150000.0,
MB1PS430,100000.0,
MB1PS530,100000.0,
MB1PS535,100000.0,
MB1PSS440,100000.0,
MB1PSS540,100000.0,
MB1PSS545,100000.0,
MB1PSS550,100000.0,
MB1PSS640,100000.0,
MB1PSS645,100000.0,
MB1PSS650,100000.0,
MB1PSS745,100000.0,
MB1PSS750,100000.0,
MB1R55500,50000.0,
MB2LS,10000.0,
01-0350,180000.0,
3051060040,1000.0,
3051060045,1000.0,
3051060050,1000.0,
3051060055,1000.0,
3051060060,1000.0,
3051060065,1000.0,
3051060070,1000.0,
3051060075,1000.0,
3051060080,1000.0,
3051060085,1000.0,
3051060090,1000.0,
8213.0804,220000.0,
8213.0805,220000.0,
8213.0806,220000.0,
8213.0807,220000.0,
8213.0808,220000.0,
8213.1405,220000.0,
8213.1406,220000.0,
9000.0917,1000.0,
9000.0927,1000.0,
30230A.4H.S,170000.0,
30230A.5H.S,170000.0,
30230A.6H.S,170000.0,
30230A.4H.T,220000.0,
30230A.5H.T,220000.0,
30230A.6H.T,220000.0,
HF-A-118,25000.0,
HF-A-228,40000.0,
3050520240,1000.0,
3050520260,1000.0,
3050520280,1000.0,
3050520300,1000.0,
3050520320,1000.0,
3050520340,1000.0,
3050520360,1000.0,
3050500260,1000.0,
3050500280,1000.0,
3050500300,1000.0,
3050500320,1000.0,
3050500340,1000.0,
3050500360,1000.0,
3050510240,1000.0,
3050510260,1000.0,
3050510280,1000.0,
3050510300,1000.0,
3050510320,1000.0,
3050510340,1000.0,
3050510360,1000.0,
SX-200,150000.0,
880223,25000.0,
B01.262.10.S,1000.0,
B01.262.12.S,220000.0,
B01.262.4.S,1000.0,
B01.262.5.S,1000.0,
B01.262.6.S,1000.0,
B01.262.7.S,1000.0,
B01.262.8.S,1000.0,
B01.262.9.S,1000.0,
8213.1003,220000.0,
8213.1005,220000.0,
8213.1006,220000.0,
8213.1007,220000.0,
8213.1008,220000.0,
8213.1603,220000.0,
8213.1605,220000.0,
8213.1607,220000.0,
30231A.4H.S,170000.0,
30231A.4h.T,190000.0,
30231A.5H.S,170000.0,
30231A.5h.T,190000.0,
30231A.6H.S,170000.0,
30231A.7H.S,170000.0,
30219.4H.S,170000.0,
30219.5H.S,170000.0,
30219.6H.S,170000.0,
30219.7H.S,170000.0,
30219.8H.S,170000.0,
3081451021,20000.0,
3081440720,20000.0,
3081440821,20000.0,
3081450920,20000.0,
BO.143.16.T,1000.0,
BO.143.18.T,1000.0,
4211.0503,1000.0,
4212.0503,1000.0,
4211.0505,1000.0,
4212.0505,1000.0,
4211.0507,1000.0,
4212.0507,270000.0,
4211.0509,1000.0,
4212.0509,1000.0,
2211.0505,1000.0,
2212.0505,1000.0,
2211.0507,1000.0,
2212.0507,1000.0,
2211.0509,1000.0,
2212.0509,1000.0,
4101.1024,354000.0,
4101.1026,1000.0,
4101.1028,354000.0,
4101.1030,354000.0,
4101.1032,354000.0,
4101.1034,1000.0,
4101.1036,354000.0,
4101.0826,1000.0,
4101.0828,1000.0,
4101.0830,1000.0,
4101.0832,1000.0,
4101.0834,1000.0,
4101.0836,1000.0,
4101.0924,354000.0,
4101.0926,1000.0,
4101.0928,354000.0,
4101.0930,354000.0,
4101.0932,354000.0,
4101.0934,1000.0,
4101.0936,354000.0,
5128-15021,45000.0,
5128-15022,45000.0,
5276-12021,1000.0,150000.0
5276-12022,150000.0,
5276-12031,150000.0,
5276-12032,150000.0,
5276-12041,150000.0,
5276-12042,150000.0,
5276-12051,150000.0,
5276-12052,150000.0,
5276-12061,150000.0,
5276-12062,150000.0,
5276-12071,150000.0,
5276-12072,150000.0,
5277-10021,100000.0,
5277-10022,100000.0,
5277-10031,100000.0,
5277-10032,100000.0,
5277-10041,100000.0,
5277-10042,100000.0,
5277-10051,100000.0,
5277-10052,1000.0,
5277-10061,100000.0,
5277-10062,100000.0,
5277-10071,100000.0,
5277-10072,100000.0,
5278-10021,100000.0,
5278-10022,100000.0,
5278-10031,1000.0,
5278-10032,100000.0,
5278-10041,1000.0,
5278-10042,100000.0,
5278-10051,1000.0,100000.0
5278-10052,1000.0,
5278-10061,100000.0,
5278-10062,100000.0,
5278-10071,100000.0,
5278-10072,100000.0,
5278-05021,100000.0,
5278-05022,100000.0,
5278-05031,100000.0,
5278-05032,100000.0,
5278-05041,100000.0,
5278-05042,100000.0,
5278-05051,100000.0,
5278-05052,100000.0,
5278-05061,100000.0,
5278-05062,100000.0,
5278-05071,100000.0,
5278-05072,100000.0,
5217-10021,93000.0,34000.0
5217-12021,93000.0,34000.0
5217-14021,93000.0,34000.0
5217-16021,93000.0,34000.0
5217-18021,100000.0,
5217-10031,93000.0,34000.0
5217-12031,93000.0,34000.0
5217-14031,100000.0,
5217-16031,100000.0,
5217-18031,100000.0,
5217-10041,100000.0,
5217-12041,93000.0,34000.0
5217-14041,100000.0,
5217-16041,100000.0,
5217-18041,100000.0,
5271-11031,120000.0,47000.0
5271-13031,,34000.0
5271-15031,1000.0,
5271-17031,210000.0,
5271-19031,1000.0,34000.0
5271-09031,1000.0,
5271-11051,1000.0,34000.0
5271-13051,1000.0,
5271-15051,210000.0,
5271-17051,120000.0,47000.0
5271-19051,210000.0,
5271-09051,120000.0,47000.0
5271-11071,210000.0,
5271-13071,210000.0,
5271-15071,210000.0,
5271-17071,210000.0,
5271-19071,120000.0,47000.0
5271-09071,120000.0,47000.0
4201.1026,1000.0,
4201.1028,380000.0,
4201.1030,1000.0,
4201.1032,1000.0,
4201.1034,1000.0,
4201.1036,1000.0,
4201.0826,380000.0,
4201.0828,380000.0,
4201.0830,380000.0,
4201.0832,380000.0,
4201.0834,1000.0,
4201.0836,1000.0,
4201.0926,380000.0,
4201.0928,1000.0,
4201.0930,1000.0,
4201.0932,380000.0,
4201.0934,380000.0,
4201.0936,1000.0,
4211.0711,230000.0,
4212.0711,230000.0,
4211.0703,1000.0,
4212.0703,230000.0,
4211.0705,1000.0,
4212.0705,230000.0,
4211.0707,230000.0,
4212.0707,230000.0,
4211.0709,1000.0,
4212.0709,230000.0,
4211.0811,230000.0,
4212.0811,230000.0,
4211.0813,230000.0,
4212.0813,230000.0,
4211.0803,230000.0,
4212.0803,230000.0,
4211.0805,230000.0,
4212.0805,230000.0,
4211.0807,230000.0,
4212.0807,230000.0,
4211.0809,230000.0,
4212.0809,230000.0,
5129-26020,45000.0,
5216-01020,150000.0,43000.0
5216-01030,150000.0,43000.0
5216-01040,150000.0,43000.0
5216-01050,140000.0,64000.0
5216-01060,140000.0,
5216-01070,150000.0,43000.0
5216-01080,150000.0,43000.0
5171-01020,1000.0,64000.0
5171-01030,1000.0,64000.0
5171-01040,1000.0,64000.0
5171-01050,1000.0,64000.0
5171-01060,160000.0,64000.0
5171-01070,160000.0,64000.0
083487580,50000.0,
083260000,1000.0,
121105161010,300000.0,
121105161515,350000.0,
121103161010,110000.0,
121103161515,160000.0,
121103161818,210000.0,
30205.4H.S,170000.0,
30205.5H.S,170000.0,
30205.6H.S,170000.0,
WDTO01023,25000.0,
BOI.9930.1018,353000.0,
BOI.9930.1021,1000.0,
BOI.9930.1024,1000.0,
BOI.9930.1118,353000.0,
BOI.9930.1121,1000.0,
BOI.9930.1124,1000.0,
BOI.9930.0918,353000.0,
BOI.9930.0921,353000.0,
BOI.9930.0924,353000.0,
BO.9946.L.02.T,1000.0,
BO.9946.R.02.T,1000.0,
BO.9946.L.03.T,1000.0,
BO.9946.R.03.T,1000.0,
BO.9946.L.04.T,1000.0,
BO.9946.R.04.T,1000.0,
BO.9946.L.06.T,1000.0,
BO.9946.R.06.T,220000.0,
BO.9946.L.08.T,1000.0,
BO.9946.R.08.T,1000.0,
BO.9946.2.L.S,1000.0,
BO.9946.2.R.S,1000.0,
BO.9946.3.L.S,1000.0,
BO.9946.3.R.S,1000.0,
BO.9946.4.L.S,1000.0,
BO.9946.4.R.S,1000.0,
BO.9946.6.L.S,1000.0,
BO.9946.6.R.S,1000.0,
BO.9946.8.L.S,1000.0,
BO.9946.8.R.S,1000.0,
33842,154000.0,
33848,154000.0,
33850,154000.0,
33852,154000.0,
33854,154000.0,
33856,154000.0,
33858,154000.0,
33860,154000.0,
33862,154000.0,
33864,154000.0,
33844,154000.0,
33846,154000.0,
4211.4503,220000.0,
4212.4503,220000.0,
4211.4505,220000.0,
4212.4505,220000.0,
4211.4507,220000.0,
4212.4507,220000.0,
5031-00702,,55000.0
5031-00701,,55000.0
4213.0110,1000.0,
4213.0105,220000.0,
4213.0106,1000.0,
4213.0107,1000.0,
4213.0109,1000.0,
KRVT1112200CBP-A,30000.0,
PHI222DE-VSP,90000.0,
PHI253DE-VSP,70000.0,
PHI2548DE-VSP,90000.0,
PHI254DE-VSPC,80000.0,
3205-10044,1000.0,66000.0
3205-11044,1000.0,66000.0
3205-12044,1000.0,66000.0
3205-13044,1000.0,66000.0
3205-14044,200000.0,66000.0
3205-15044,1000.0,66000.0
3205-16044,1000.0,66000.0
3250-10044,1000.0,66000.0
3250-11044,1000.0,66000.0
3250-12044,215000.0,66000.0
3250-13044,1000.0,66000.0
3250-14044,1000.0,66000.0
3250-15044,1000.0,66000.0
3250-16044,1000.0,66000.0
"30243,1",3000.0,
50209.2.440.T,35000.0,
50209.3.440.T,35000.0,
"50209.3,5.440.T",35000.0,
50209.4.440.T,35000.0,
20402.2.0*12,5000.0,
20402.2.0*14,5000.0,
20402.2.0*16,5000.0,
20402.2.0*18,5000.0,
20402.2.0*20,5000.0,
30243.4040,5000.0,
30236.3.5*12,7000.0,
30236.3.5*14,7000.0,
30236.3.5*16,7000.0,
30236.3.5*18,7000.0,
30236.3.5*20,7000.0,
30236.3.5*22,7000.0,
30236.3.5*24,7000.0,
30236.3.5*26,7000.0,
30236.3.5*28,7000.0,
30236.3.5*30,7000.0,
30236.3.5*32,7000.0,
30236.3.5*40,7000.0,
30236.3.5*50,7000.0,
1101.4522,1000.0,
1101.4524,1000.0,
1101.4526,1000.0,
1101.4528,1000.0,
1101.4530,1000.0,
1101.4532,1000.0,
1101.4534,1000.0,
1101.4536,1000.0,
1101.4538,1000.0,
1101.4540,1000.0,
1101.4542,1000.0,
1101.4544,1000.0,
1101.4546,1000.0,
1101.4548,1000.0,
1101.4550,600.0,
1101.4552,1000.0,
1101.4554,1000.0,
1101.4556,1000.0,
1101.4558,1000.0,
1101.4560,1000.0,
30248.10250,600.0,
1103.4014,1000.0,
1103.4016,1000.0,
1103.4018,1000.0,
1103.4020,1000.0,
1103.4022,1000.0,
1103.4024,1000.0,
1103.4026,1000.0,
1103.4028,1000.0,
1103.4030,1000.0,
1103.4032,1000.0,
1103.4034,1000.0,
1103.4036,1000.0,
1103.4038,1000.0,
1103.4040,1000.0,
1103.4042,1000.0,
1103.4044,1000.0,
1103.4046,1000.0,
1103.4048,1000.0,
1103.4050,1000.0,
1102.4028,1000.0,
1102.4030,1000.0,
1102.4032,1000.0,
1102.4034,1000.0,
1102.4036,1000.0,
1102.4038,1000.0,
1102.4040,1000.0,
1102.4042,1000.0,
1102.4044,500.0,
1102.4046,1000.0,
1102.4048,1000.0,
1102.4050,1000.0,
1102.4055,1000.0,
30230A.5,1000.0,
30230A.6,1000.0,
30230A.7,1000.0,
30230A.8,1000.0,
30231A.4,5000.0,
30231A.5,5000.0,
30243.7.3.100,15000.0,
30243.7.3.105,15000.0,
30243.7.3.85,15000.0,
30243.7.3.90,15000.0,
30243.7.3.95,15000.0,
30243.4.5.46,45000.0,
30243.4.5.50,45000.0,
30243.4.5.56,45000.0,
3102.7300,1000.0,
3102.7305,1000.0,
3102.7310,1000.0,
3102.7360,15000.0,
3102.7365,15000.0,
3102.7370,15000.0,
3102.7375,15000.0,
3102.7380,1000.0,
3102.7385,1000.0,
3102.7390,1000.0,
3102.7395,1000.0,
3202.4030,1000.0,
3202.4032,1000.0,
3202.4034,1000.0,
3202.4036,1000.0,
3202.4038,1000.0,
3202.4040,1000.0,
3202.4044,1000.0,
3202.4050,1000.0,
3202.4054,1000.0,
3202.4060,1000.0,
3202.4544,8000.0,
3202.4550,1000.0,
3202.4554,1000.0,
3202.4560,1000.0,
300240.4.0.28.S.S,3000.0,
300240.4.0.30.S.S,3000.0,
30237-65.S.40,3000.0,
30237-65.S.45,3000.0,
30237-65.S.50,3000.0,
30237-65.S.55,3000.0,
30237-65.S.60,3000.0,
30237-65.S.65,3000.0,
30237-65.S.70,3000.0,
30237-65.S.75,3000.0,
30237-65.S.80,3000.0,
30237-65.S.85,3000.0,
30237-65.S.90,3000.0,
30238-65.S.45,3.0,
30238-65.S.55,3000.0,
30238-65.S.65,3000.0,
30238-65.S.70,3000.0,
30238-65.S.75,3000.0,
30238-65.S.80,3000.0,
30238-65.S.85,3000.0,
30238-65.S.90,3000.0,
1202.4020,5000.0,
1202.4025,5000.0,
1202.4030,5000.0,
1202.4035,5000.0,
1202.4040,5000.0,
1202.4045,5000.0,
1202.4050,5000.0,
30238-40.12,5000.0,
30238-40.14,5000.0,
30238-40.16,5000.0,
30238-40.18,5000.0,
30238-40.20,5000.0,
30238-40.22,5000.0,
30238-40.24,5000.0,
30238-40.26,5000.0,
30238-40.28,5000.0,
30238-40.30,5000.0,
30238-40.32,5000.0,
30238-40.34,5000.0,
30238-40.36,5000.0,
30238-40.38,5000.0,
30238-40.40,5000.0,
1201.3512,1000.0,
1201.3514,1000.0,
1201.3516,1000.0,
1201.3518,1000.0,
1201.3520,1000.0,
1201.3522,1000.0,
1201.3524,1000.0,
1201.3526,1000.0,
1201.3528,1000.0,
1201.3530,1000.0,
1201.3532,1000.0,
1201.3534,1000.0,
1201.3536,1000.0,
1201.3538,1000.0,
1201.3540,1000.0,
1201.3542,1000.0,
1201.3544,1000.0,
1201.3546,1000.0,
1201.3548,1000.0,
1201.3550,1000.0,
1201.3554,1000.0,
1201.3555,7000.0,
1101.3512,1000.0,
1101.3514,1000.0,
1101.3516,1000.0,
1101.3518,1000.0,
1101.3520,1000.0,
1101.3522,1000.0,
1101.3524,1000.0,
1101.3526,1000.0,
1101.3528,1000.0,
1101.3530,1000.0,
1101.3532,1000.0,
1101.3534,1000.0,
1101.3536,1000.0,
1101.3538,1000.0,
1101.3540,1000.0,
1101.3542,1000.0,
1101.3544,1000.0,
1101.3546,1000.0,
1101.3548,1000.0,
1101.3550,1000.0,
1101.3552,1000.0,
1101.3556,1000.0,
1101.3560,1000.0,
1201.4524,1000.0,
1201.4526,1000.0,
1201.4528,1000.0,
1201.4530,1000.0,
1201.4532,1000.0,
1201.4534,1000.0,
1201.4536,1000.0,
1201.4538,1000.0,
1201.4540,1000.0,
1201.4542,1000.0,
1201.4544,1000.0,
1201.4546,1000.0,
1201.4548,1000.0,
1201.4550,1000.0,
3201.3014,12000.0,
3201.3016,12000.0,
3201.3018,12000.0,
3201.3020,1000.0,
3201.3022,1000.0,
3201.3024,1000.0,
3201.3026,1000.0,
3201.3028,1000.0,
3201.3030,1000.0,
3201.3032,1000.0,
3201.3034,1000.0,
3201.3036,1000.0,
3201.3038,1000.0,
3201.3040,1000.0,
9000.0624,1000.0,
30248.08.250,550.0,
30248.1.0.230,550.0,
30248.1.0.300,550.0,
30248.08.1.2.250,550.0,
30248.1.2.300,550.0,
30248.1.5.300,550.0,
30248.2.0.250,1000.0,
30248.2.0.300,550.0,
30248.2.5.250,1000.0,
30248.2.5.300,550.0,
30248.3.0.250,550.0,
30248.3.0.300,550.0,
30248.4.0.200,550.0,
30248.4.0.250,550.0,
2201.3512,1000.0,
2201.3514,1000.0,
2201.3516,1000.0,
2201.3518,1000.0,
2201.3520,1000.0,
2201.3522,1000.0,
2201.3524,1000.0,
2201.3526,1000.0,
2201.3528,1000.0,
2201.3530,7000.0,
2201.3532,7000.0,
2201.3534,1000.0,
2201.3536,1000.0,
2201.3538,1000.0,
2201.3540,1000.0,
2201.3542,1000.0,
2201.3544,1000.0,
2201.3546,7000.0,
2201.3548,7000.0,
2201.3550,1000.0,
2201.3552,1000.0,
2201.3556,1000.0,2000.0
2201.3558,1000.0,
2201.3560,1000.0,
2201.3570,1000.0,
2201.5024,1000.0,
2201.5026,1000.0,
2201.5028,1000.0,
2201.5030,1000.0,
2201.5032,1000.0,
2201.5034,1000.0,
2201.5036,1000.0,
2201.5038,1000.0,
2201.5040,1000.0,
2201.5042,1000.0,
2201.5044,1000.0,
2201.5046,1000.0,
2201.5048,1000.0,
2201.5050,1000.0,
2201.5055,1000.0,
2201.5060,1000.0,
2201.5065,1000.0,
2201.5070,1000.0,
2201.5075,1000.0,
2201.5080,1000.0,
2201.5085,1000.0,
2201.5090,1000.0,
9000.0411,1000.0,
9000.0410,1000.0,
9000.0412,1000.0,
9000.0413,1000.0,
M30230A.6H.S,150000.0,
M30231A.4H.S,150000.0,
M30231A.5H.S,150000.0,
50202.10.320.S,353000.0,
50202.10.340.S,353000.0,
50202.10.360.S,353000.0,
4102.1038,1000.0,
50202.10.400.S,353000.0,
50202.10.420.S,353000.0,
4202.1132,1000.0,
50202.11.340.S,353000.0,
50202.11.360.S,353000.0,
50202.11.380.S,353000.0,
50202.11.400.S,353000.0,
4102.1142,1000.0,
50202.9.320.S,353000.0,
50202.9.340.S,353000.0,
50202.9.360.S,353000.0,
4102.0938,1000.0,
50202.9.400.S,353000.0,
50202.9.420.S,353000.0,
4114.4535,1000.0,
4114.4540,1000.0,
4114.4545,1000.0,
4114.4550,1000.0,
4114.4555,1000.0,
4114.4560,1000.0,
4114.4565,1000.0,
4114.4570,1000.0,
4114.4575,1000.0,
4114.4580,1000.0,
4114.4585,1000.0,
4114.4590,1000.0,
50204.10.200.S,353000.0,
50204.10.220.S,353000.0,
50204.10.240.S,353000.0,
50204.11.200.S,353000.0,
50204.11.240.S,353000.0,
50204.11.260.S,353000.0,
50204.9.220.S,353000.0,
GCPFB-35W,2500.0,
GCPFB-35W.1,1000.0,
CBL-18/180,300000.0,300000.0
ACS-1300,1338.0,
ACS-710,384.0,
ACS-770S-10,511.0,
ACS-711,346.0,
KIP-ACS-600,261.0,300000.0
KIP-ACS-605,419.0,
ACS-050S-5,952.0,
ACS-745,246.0,
CBL-10/180,2098.0,
CBL-12/180,1422.0,300000.0
D08-10AM,300000.0,300000.0
D08-12AМ,300000.0,300000.0
D08-15AM,300000.0,300000.0
D08-18AM,300000.0,300000.0
D08-15BM,300000.0,300000.0
D08-08AM,300000.0,300000.0
ACS-740,82.0,300000.0
KIP-ACS-515,300000.0,
