code_1c,sku_ref,description,group,item_type,uom,suggested_tracking,risk_level,needs_user_review,reason,flags,approved_tracking,user_note
00-00001198,BO.163.L.05.T,Distal Femur LCP 6.5mm 5h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001207,BO.163.L.07.T,Distal Femur LCP 6.5mm 7h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001210,BO.163.L.09.T,Distal Femur LCP 6.5mm 9h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001200,BO.163.L.11.T,Distal Femur LCP 6.5mm 11 L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001203,BO.163.L.13.T,Distal Femur LCP 6.5mm 13 L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001450,BO.02.156.03.T,Proximal Humerus LCP PHILOS (SMALL DYNAMIC HOLE) 3h Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001452,BO.02.156.04.T,Proximal Humerus LCP PHILOS (SMALL DYNAMIC HOLE) 4h Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001454,BO.02.156.05.T,Proximal Humerus LCP PHILOS (SMALL DYNAMIC HOLE) 5h Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001456,BO.02.156.06.T,Proximal Humerus LCP PHILOS (SMALL DYNAMIC HOLE) 6h Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001458,BO.02.156.07.T,Proximal Humerus LCP PHILOS (SMALL DYNAMIC HOLE) 7h Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001460,BO.02.156.08.T,Proximal Humerus LCP PHILOS (SMALL DYNAMIC HOLE) 8h Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001445,BO.02.156.10.T,Proximal Humerus LCP PHILOS (SMALL DYNAMIC HOLE) 10h Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001447,BO.02.156.12.T,Proximal Humerus LCP PHILOS (SMALL DYNAMIC HOLE) 12h Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001179,BO.9928.L.04.T,Clavicle locking  plate 4h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001180,BO.9928.L.06.T,Clavicle locking  plate 6h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001182,BO.9928.L.08.T,Clavicle locking  plate 8h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001166,BO.9928.R.04.T,Clavicle locking  plate 4h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001181,BO.9928.R.06.T,Clavicle locking  plate 6h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001183,BO.9928.R.08.T,Clavicle locking  plate 8h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001169,BO.01.9928.L.06.T,Clavicle locking  plate - II LCP 6h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001171,BO.01.9928.L.08.T,Clavicle locking  plate - II LCP 8h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001167,BO.01.9928.L.10.T,Clavicle locking  plate - II LCP 10h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001170,BO.01.9928.R.06.T,Clavicle locking  plate - II LCP 6h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001172,BO.01.9928.R.08.T,Clavicle locking  plate - II LCP 8h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001168,BO.01.9928.R.10.T,Clavicle locking  plate - II LCP 10h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001227,BO.9907.R.3.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 3h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001230,BO.9907.R.5.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 5h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001232,BO.9907.R.7.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 7h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001224,BO.9907.R.11.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 11h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001226,BO.9907.R.13.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 13h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001228,BO.9907.L.3.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 3h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001229,BO.9907.L.5.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 5h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001231,BO.9907.L.7.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 7h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001223,BO.9907.L.11.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 11h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001225,BO.9907.L.13.T,Distal Humerus With Lateral Support LCP (2.7mm&3.5mm) 13h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001416,BO.9908.R.3.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 3h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001418,BO.9908.R.5.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 5h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001420,BO.9908.R.7.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 7h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001412,BO.9908.R.11.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 11h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001414,BO.9908.R.13.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 13h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001415,BO.9908.L.3.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 3h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001417,BO.9908.L.5.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 5h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001419,BO.9908.L.7.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 7h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001421,BO.9908.L.9.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 9h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001411,BO.9908.L.11.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 11h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001413,BO.9908.L.13.T,Medial Distal Humerus LCP (2.7mm&3.5mm) 13h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001240,BO.9941.R.4.T,Extra-Aarticular Distal Humerus Locking Plate 4h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001242,BO.9941.R.6.T,Extra-Aarticular Distal Humerus Locking Plate 6h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001244,BO.9941.R.8.T,Extra-Aarticular Distal Humerus Locking Plate 8h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001234,BO.9941.R.10.T,Extra-Aarticular Distal Humerus Locking Plate 10h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001236,BO.9941.R.12.T,Extra-Aarticular Distal Humerus Locking Plate 12h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001238,BO.9941.R.14.T,Extra-Aarticular Distal Humerus Locking Plate 14h R Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001239,BO.9941.L.4.T,Extra-Aarticular Distal Humerus Locking Plate 4h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001241,BO.9941.L.6.T,Extra-Aarticular Distal Humerus Locking Plate 6h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001243,BO.9941.L.8.T,Extra-Aarticular Distal Humerus Locking Plate 8h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001233,BO.9941.L.10.T,Extra-Aarticular Distal Humerus Locking Plate 10h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001235,BO.9941.L.12.T,Extra-Aarticular Distal Humerus Locking Plate 12h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001237,BO.9941.L.14.T,Extra-Aarticular Distal Humerus Locking Plate 14h L Ti,Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00001255,BO.186.10.T,"Locking screw 2.4mm, 10mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001256,BO.186.12.T,"Locking screw 2.4mm, 12mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001257,BO.186.14.T,"Locking screw 2.4mm, 14mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001258,BO.186.16.T,"Locking screw 2.4mm, 16mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001259,BO.186.18.T,"Locking screw 2.4mm, 18mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001260,BO.186.20.T,"Locking screw 2.4mm, 20mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001261,BO.186.22.T,"Locking screw 2.4mm, 22mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001262,BO.186.24.T,"Locking screw 2.4mm, 24mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001263,BO.186.26.T,"Locking screw 2.4mm, 26mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001264,BO.186.28.T,"Locking screw 2.4mm, 28mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001265,BO.186.30.T,"Locking screw 2.4mm, 30mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001266,BO.204.32.T,"Locking screw 2.7mm, 32mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001267,BO.204.34.T,"Locking screw 2.7mm, 34mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001268,BO.204.36.T,"Locking screw 2.7mm, 36mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001269,BO.204.38.T,"Locking screw 2.7mm, 38mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001270,BO.204.40.T,"Locking screw 2.7mm, 40mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001190,BOI.185.10.T,"Cortex screw 2.4mm, 10mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001191,BOI.185.12.T,"Cortex screw 2.4mm, 12mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001192,BOI.185.14.T,"Cortex screw 2.4mm, 14mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001193,BOI.185.16.T,"Cortex screw 2.4mm, 16mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001194,BOI.185.20.T,"Cortex screw 2.4mm, 20mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001195,BOI.185.22.T,"Cortex screw 2.4mm, 22mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001196,BOI.185.24.T,"Cortex screw 2.4mm, 24mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001197,BOI.185.26.T,"Cortex screw 2.4mm, 26mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001245,BO.9930.30.T,"Locking Cancellous Screw 5.0mm, 30mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001246,BO.9930.35.T,"Locking Cancellous Screw 5.0mm, 35mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001247,BO.9930.40.T,"Locking Cancellous Screw 5.0mm, 40mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001248,BO.9930.45.T,"Locking Cancellous Screw 5.0mm, 45mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001249,BO.9930.50.T,"Locking Cancellous Screw 5.0mm, 50mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001250,BO.9930.55.T,"Locking Cancellous Screw 5.0mm, 55mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001251,BO.9930.60.T,"Locking Cancellous Screw 5.0mm, 60mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001252,BO.9930.65.T,"Locking Cancellous Screw 5.0mm, 65mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001253,BO.9930.70.T,"Locking Cancellous Screw 5.0mm, 70mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001254,BO.9930.80.T,"Locking Cancellous Screw 5.0mm, 80mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001379,BO.171.55.T,"Locking Screw Dia 6.5mm, 55mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001380,BO.171.60.T,"Locking Screw Dia 6.5mm, 60mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001381,BO.171.65.T,"Locking Screw Dia 6.5mm, 65mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001382,BO.171.70.T,"Locking Screw Dia 6.5mm, 70mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001383,BO.171.75.T,"Locking Screw Dia 6.5mm, 75mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001271,BO.168.10.T,"Locking Screw 3.5mm, 10mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001272,BO.168.12.T,"Locking Screw 3.5mm, 12mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001273,BO.168.14.T,"Locking Screw 3.5mm, 14mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001274,BO.168.16.T,"Locking Screw 3.5mm, 16mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001275,BO.168.18.T,"Locking Screw 3.5mm, 18mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001276,BO.168.20.T,"Locking Screw 3.5mm, 20mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001277,BO.168.22.T,"Locking Screw 3.5mm, 22mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001278,BO.168.24.T,"Locking Screw 3.5mm, 24mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001279,BO.168.26.T,"Locking Screw 3.5mm, 26mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001280,BO.168.28.T,"Locking Screw 3.5mm, 28mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001281,BO.168.30.T,"Locking Screw 3.5mm, 30mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001282,BO.168.32.T,"Locking Screw 3.5mm, 32mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001283,BO.168.34.T,"Locking Screw 3.5mm, 34mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001284,BO.168.36.T,"Locking Screw 3.5mm, 36mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001285,BO.168.38.T,"Locking Screw 3.5mm, 38mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001286,BO.168.40.T,"Locking Screw 3.5mm, 40mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001287,BO.168.42.T,"Locking Screw 3.5mm, 42mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001288,BO.168.44.T,"Locking Screw 3.5mm, 44mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001289,BO.168.46.T,"Locking Screw 3.5mm, 46mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001290,BO.168.48.T,"Locking Screw 3.5mm, 48mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001291,BO.168.50.T,"Locking Screw 3.5mm, 50mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001292,BO.168.52.T,"Locking Screw 3.5mm, 52mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001293,BO.168.54.T,"Locking Screw 3.5mm, 54mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001294,BO.168.56.T,"Locking Screw 3.5mm, 56mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001295,BO.168.58.T,"Locking Screw 3.5mm, 58mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001296,BO.168.60.T,"Locking Screw 3.5mm, 60mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001365,BO.9929.14.T,"Locking Screw Dia 3.5mm,14mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001366,BO.9929.16.T,"Locking Screw Dia 3.5mm,16mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001367,BO.9929.18.T,"Locking Screw Dia 3.5mm,18mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001368,BO.9929.30.T,"Locking Screw Dia 3.5mm,30mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001369,BO.9929.32.T,"Locking Screw Dia 3.5mm,32mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001370,BO.9929.36.T,"Locking Screw Dia 3.5mm,36mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001371,BO.9929.38.T,"Locking Screw Dia 3.5mm,38mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001372,BO.9929.40.T,"Locking Screw Dia 3.5mm,40mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001373,BO.9929.42.T,"Locking Screw Dia 3.5mm,42mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001374,BO.9929.44.T,"Locking Screw Dia 3.5mm,44mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001375,BO.9929.48.T,"Locking Screw Dia 3.5mm,48mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001376,BO.9929.50.T,"Locking Screw Dia 3.5mm,50mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001377,BO.9929.54.T,"Locking Screw Dia 3.5mm,54mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001378,BO.9929.58.T,"Locking Screw Dia 3.5mm,58mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001352,BO.170.20.T,"Locking screw cancellous 4,0mm, 20mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001353,BO.170.25.T,"Locking screw cancellous 4,0mm, 25mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001354,BO.170.30.T,"Locking screw cancellous 4,0mm, 30mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001355,BO.170.35.T,"Locking screw cancellous 4,0mm, 35mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001356,BO.170.40.T,"Locking screw cancellous 4,0mm, 40mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001357,BO.170.45.T,"Locking screw cancellous 4,0mm, 45mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001358,BO.170.50.T,"Locking screw cancellous 4,0mm, 50mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001359,BO.170.55.T,"Locking screw cancellous 4,0mm, 55mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001360,BO.170.60.T,"Locking screw cancellous 4,0mm, 60mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00001361,BO.170.65.T,"Locking screw cancellous 4,0mm, 65mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
