"name","owner","creation","modified","modified_by","docstatus","idx","company_name","abbr","default_currency","country","is_group","reporting_currency","lft","rgt","old_parent","create_chart_of_accounts_based_on","chart_of_accounts","default_cash_account","default_receivable_account","default_payable_account","write_off_account","allow_account_creation_against_child_company","default_expense_account","default_income_account","cost_center","exchange_gain_loss_account","round_off_account","round_off_cost_center","book_advance_payments_in_separate_party_account","reconcile_on_advance_payment_date","reconciliation_takes_effect_on","auto_exchange_rate_revaluation","auto_err_frequency","submit_err_jv","accumulated_depreciation_account","depreciation_expense_account","disposal_account","depreciation_cost_center","capital_work_in_progress_account","asset_received_but_not_billed","sales_monthly_history","monthly_sales_target","total_monthly_sales","credit_limit","transactions_annual_history","service_expense_account","enable_perpetual_inventory","enable_item_wise_inventory_account","enable_provisional_accounting_for_non_stock_items","default_inventory_account","valuation_method","stock_adjustment_account","stock_received_but_not_billed","doctype"
"InMED","Administrator","2026-04-19 23:12:15.643498","2026-08-27 00:00:45.284504","Administrator","0","683","InMED","Inmed","AMD","Armenia","0","AMD","1","2","","Standard Template","Standard","Cash - Inmed","Debtors - Inmed","Creditors - Inmed","Write Off - Inmed","0","Cost of Goods Sold - Inmed","Sales - Inmed","Main - Inmed","Exchange Gain/Loss - Inmed","Round Off - Inmed","Main - Inmed","0","0","Oldest Of Invoice Or Advance","0","Daily","0","Accumulated Depreciation - Inmed","Depreciation - Inmed","Gain/Loss on Asset Disposal - Inmed","Main - Inmed","CWIP Account - Inmed","Asset Received But Not Billed - Inmed","{""06-2026"": 0.0, ""07-2026"": 0.0}","0.0","9360000.0","0.0","{""1781568000.0"": 3, ""1781827200.0"": 2, ""1782345600.0"": 4, ""1782777600.0"": 2, ""1783900800.0"": 1}","Marketing Expenses - Inmed","1","0","0","Stock In Hand - Inmed","FIFO","Stock Adjustment - Inmed","Stock Received But Not Billed - Inmed","Company"
